0.000000000000000000e+00,3.642146410506090504e-02,5.483633816268387168e-02,-8.950253081482964501e-02
1.666666666666666644e-02,5.846133921740138267e-02,8.976254763145598281e-02,-8.178878306181368296e-02
3.333333333333333287e-02,4.900004076271941705e-02,5.746938881839723512e-02,-7.911132055819582176e-02
5.000000000000000278e-02,5.114328332453680487e-02,3.913824516558615102e-02,-8.830887539606260828e-02
6.666666666666666574e-02,5.615849816954195106e-02,4.004327793013025272e-02,-6.529616048085051805e-02
8.333333333333332871e-02,3.323191752771489926e-02,6.125038903474937235e-02,-8.503510240437138490e-02
1.000000000000000056e-01,5.350036985546873652e-02,5.444726195628109278e-02,-8.071396211908674068e-02
1.166666666666666685e-01,4.897161532668747874e-02,6.072756507232577455e-02,-9.201841765690350894e-02
1.333333333333333315e-01,5.735139564918679406e-02,5.147278248306386833e-02,-8.348945989657127753e-02
1.499999999999999944e-01,3.268214044188505474e-02,4.979987920659856987e-02,-8.175986885963605622e-02
1.666666666666666574e-01,5.358152829571605213e-02,6.003291268939239811e-02,-8.312978883400402863e-02
1.833333333333333204e-01,8.352427374481233291e-02,3.674615527594093933e-02,-9.964645942218282315e-02
2.000000000000000111e-01,3.900559502835462128e-02,5.460784965676358793e-02,-7.426243655605439808e-02
2.166666666666666741e-01,6.992953903348182731e-02,4.733469453695966084e-02,-8.139786368260122640e-02
2.333333333333333370e-01,5.107082856946255911e-02,5.076355412032620279e-02,-6.966355062229730166e-02
2.500000000000000000e-01,4.526899845594770794e-02,3.552873887295589228e-02,-9.392992516865850128e-02
2.666666666666666630e-01,5.624477719485822258e-02,4.865835948467367444e-02,-5.544627932855134000e-02
2.833333333333333259e-01,4.123934637827433858e-02,3.776650635545827916e-02,-8.241160809109202012e-02
2.999999999999999889e-01,4.375072858149106625e-02,2.179774711998160724e-02,-7.296097820197154638e-02
3.166666666666666519e-01,5.624104561820617021e-02,3.925705753839922596e-02,-9.331238786458952161e-02
3.333333333333333148e-01,4.664880132266641111e-02,3.624745028455376300e-02,-6.393290852792501977e-02
3.499999999999999778e-01,4.567579602297139330e-02,2.679686240377865056e-02,-6.636834904472033170e-02
3.666666666666666408e-01,5.208422736000957454e-02,4.701486364299481413e-02,-6.432494299964892914e-02
3.833333333333333037e-01,3.715101662367709112e-02,4.387421951649771168e-02,-7.029602707020336794e-02
4.000000000000000222e-01,4.920656993502876136e-02,3.653110493272836157e-02,-9.694813763578521981e-02
4.166666666666666852e-01,6.271696466742046616e-02,4.283495651292755502e-02,-7.209367442469319376e-02
4.333333333333333481e-01,6.246252829461019368e-02,4.781599626119819452e-02,-7.025593272342933737e-02
4.500000000000000111e-01,3.782701568067283610e-02,4.571054572124291782e-02,-7.225304034760528238e-02
4.666666666666666741e-01,5.714823967085735923e-02,2.736564796761216736e-02,-7.659092845473958189e-02
4.833333333333333370e-01,5.060927982779760137e-02,4.580224575333823045e-02,-6.496794131398178629e-02
5.000000000000000000e-01,4.198572670416203523e-02,4.832001518730547757e-02,-8.439676393504792762e-02
5.166666666666666075e-01,5.109610246023563174e-02,3.582461479543758154e-02,-8.065774499513261864e-02
5.333333333333333259e-01,4.502300666840879789e-02,5.203343736909928074e-02,-8.007065099773934269e-02
